"identif" "eta98c" "eta01c" "persist" "perdesi"
"945" 180130131 NA NA 0 0
"946" 180190192 NA NA 0 0
"947" 180220668 NA NA 0 0
"948" 180410285 NA NA 0 0
"949" 180450661 NA NA 0 0
"950" 180540279 NA NA 0 0
"951" 180560444 23 26 0 0
"952" 180580137 NA NA 0 0
"953" 180670664 NA NA 0 0
"954" 180690944 NA NA 0 0
"955" 180700519 48 51 0 0
"956" 180700659 NA NA 0 0
"957" 180880198 NA NA 0 0
"958" 181080285 28 31 0 0
"959" 181080947 NA NA 0 0
"960" 181220196 91 94 0 0
"962" 181320665 NA NA 0 0
"963" 181400517 NA NA 0 0
"964" 181400665 NA NA 0 0
"965" 181540932 NA NA 0 0
"967" 181700205 NA NA 0 0
"968" 181880668 NA NA 0 0
"969" 181930661 37 40 0 0
"970" 181970129 NA NA 0 0
"971" 181990285 NA NA 0 0
"972" 182010133 NA NA 0 0
"973" 182070137 NA NA 0 0
"974" 182070665 NA NA 0 0
"975" 182100189 NA NA 0 0
"976" 182140195 34 37 0 0
"977" 182310137 NA NA 0 0
"978" 182560054 NA NA 0 0
"979" 182600058 NA NA 0 0
"980" 182680372 NA NA 0 0
"982" 182760661 NA NA 0 0
"983" 182850189 29 32 0 0
"984" 183000133 NA NA 0 0
"985" 183050377 NA NA 0 0
"986" 183101044 NA NA 0 0
"987" 183110130 49 52 0 0
"988" 183150053 30 33 0 0
"989" 183170191 NA NA 0 0
"990" 183260050 30 33 0 0
"991" 183300137 NA NA 0 0
"992" 183730283 NA NA 0 0
"993" 183770279 NA NA 0 0
"994" 183840660 NA NA 0 0
"995" 183980284 NA NA 0 0
"996" 184060053 NA NA 0 0
"999" 184410281 NA NA 0 0
"1000" 184590554 NA NA 0 0
"1001" 184750942 NA NA 0 0
"1002" 184900943 NA NA 0 0
"1003" 184920941 21 24 0 0
"1004" 185000279 29 32 0 0
"1006" 185150191 43 46 0 0
"1007" 185220374 NA NA 0 0
"1008" 185410429 NA NA 0 0
"1009" 185510717 21 24 0 0
"1010" 185550192 28 31 0 0
"1011" 185570661 NA NA 0 0
"1013" 185690485 36 39 0 0
"1014" 185780138 NA NA 0 0
"1015" 185790194 NA NA 0 0
"1016" 185790517 NA NA 0 0
"1017" 185810133 NA NA 0 0
"1018" 185880053 NA NA 0 0
"1019" 185880284 40 43 0 0
"1020" 185930436 25 28 0 0
"1021" 186050283 NA NA 0 0
"1022" 186210283 NA NA 0 0
"1023" 186530284 NA NA 0 0
"1024" 186680410 35 38 0 0
"1027" 186830296 NA NA 0 0
"1028" 186900454 NA NA 0 0
"1029" 187020145 NA NA 0 0
"1031" 187050282 NA NA 0 0
"1032" 187070322 NA NA 0 0
"1033" 187210225 25 28 0 0
"1034" 187320222 NA NA 0 0
"1035" 187740130 NA NA 0 0
"1036" 187900288 NA NA 0 0
"1037" 188130430 NA NA 0 0
"1038" 188180138 NA NA 0 0
"1039" 188190186 NA NA 0 0
"1040" 188510078 27 30 0 0
"1041" 188860135 NA NA 0 0
"1042" 189190466 NA NA 0 0
"1044" 189520134 NA NA 0 0
"1045" 189860431 NA NA 0 0
"1046" 189940134 8 11 0 0
"1048" 190120148 45 48 0 0
"1049" 190120270 NA NA 0 0
"1050" 190160276 NA NA 0 0
"1051" 190180274 NA NA 0 0
"1052" 190530849 NA NA 0 0
"1053" 190660515 25 28 0 0
"1054" 190890146 NA NA 0 0
"1055" 190890278 NA NA 0 0
"1056" 190980137 41 44 0 0
"1057" 191040269 NA NA 0 0
"1058" 191050169 NA NA 0 0
"1059" 191060426 19 22 0 0
"1060" 191080143 65 68 0 0
"1061" 191090274 NA NA 0 0
"1062" 191220707 30 33 0 0
"1063" 191610269 NA NA 0 0
"1064" 191750273 38 41 0 0
"1066" 192210137 NA NA 0 0
"1067" 192780568 NA NA 0 0
"1068" 192840271 NA NA 0 0
"1069" 192920487 NA NA 0 0
"1070" 193040277 NA NA 0 0
"1071" 193520567 NA NA 0 0
"1072" 193550291 NA NA 0 0
"1073" 193590271 NA NA 0 0
"1075" 193810273 NA NA 0 0
"1076" 194020219 NA NA 0 0
"1077" 194090271 35 38 0 0
"1078" 194240272 NA NA 0 0
"1079" 194530136 34 37 0 0
"1080" 194680129 NA NA 0 0
"1081" 194680147 38 41 0 0
"1084" 194890100 NA NA 0 0
"1085" 194940418 31 34 0 0
"1086" 195190203 NA NA 0 0
"1087" 195340129 NA NA 0 0
"1088" 195380135 41 44 0 0
"1089" 195410552 21 24 0 0
"1090" 195420129 NA NA 0 0
"1091" 195430682 NA NA 0 0
"1092" 195530416 NA NA 0 0
"1093" 195810271 NA NA 0 0
"1094" 195840138 41 44 0 0
"1095" 195850450 NA NA 0 0
"1096" 196400609 NA NA 0 0
"1097" 196620133 NA NA 0 0
"1098" 196660129 NA NA 0 0
"1099" 197110837 NA NA 0 0
"1100" 197170278 NA NA 0 0
"1101" 197180145 37 40 0 0
"1102" 197200141 NA NA 0 0
"1103" 197260277 NA NA 0 0
"1104" 197290274 NA NA 0 0
"1105" 197380141 31 34 0 0
"1106" 197480131 NA NA 0 0
"1107" 197750277 NA NA 0 0
"1108" 197810147 NA NA 0 0
"1109" 197960272 NA NA 0 0
"1110" 198103173 NA NA 0 0
"1111" 198140130 NA NA 0 0
"1112" 198140270 NA NA 0 0
"1113" 198380942 NA NA 0 0
"1115" 198500036 NA NA 0 0
"1116" 198620107 NA NA 0 0
"1117" 199040271 NA NA 0 0
"1118" 199220907 NA NA 0 0
"1119" 199510273 NA NA 0 0
"1121" 200000272 26 29 0 0
"1122" 200100577 NA NA 0 0
"1123" 200410141 NA NA 0 0
"1124" 200450129 NA NA 0 0
"1125" 200640283 NA NA 0 0
"1126" 200710415 NA NA 0 0
"1127" 200720458 NA NA 0 0
"1128" 200760139 39 42 0 0
"1129" 200940129 NA NA 0 0
"1130" 201120145 38 41 0 0
"1131" 201190130 NA NA 0 0
"1132" 201260553 NA NA 0 0
"1133" 201400141 NA NA 0 0
"1134" 201590139 NA NA 0 0
"1136" 201730141 46 49 0 0
"1138" 201870450 NA NA 0 0
"1139" 201910139 40 43 0 0
"1140" 202040292 NA NA 0 0
"1143" 202230141 NA NA 0 0
"1144" 202230273 NA NA 0 0
"1145" 202260255 NA NA 0 0
"1146" 202430295 NA NA 0 0
"1147" 202750296 NA NA 0 0
"1148" 202900297 37 40 0 0
"1149" 202970290 NA NA 0 0
"1150" 203050290 NA NA 0 0
"1151" 203300141 NA NA 0 0
"1152" 203360955 NA NA 0 0
"1153" 203470548 22 25 0 0
"1154" 203550289 NA NA 0 0
"1155" 203770467 NA NA 0 0
"1156" 204000219 24 27 0 0
"1157" 204210802 23 26 0 0
"1158" 204240197 32 35 0 0
"1159" 204310362 26 29 0 0
"1160" 204490139 51 54 0 0
"1161" 204610043 NA NA 0 0
"1162" 204670294 NA NA 0 0
"1163" 205050140 79 82 0 0
"1164" 205100143 NA NA 0 0
"1165" 205520274 NA NA 0 0
"1166" 205630454 NA NA 0 0
"1167" 206270176 NA NA 0 0
"1168" 206440142 42 45 0 0
"1169" 206500465 20 23 0 0
"1170" 206730310 NA NA 0 0
"1172" 207080418 27 30 0 0
"1173" 207260557 NA NA 0 0
"1174" 207270175 NA NA 0 0
"1175" 207370173 51 54 0 0
"1176" 207440456 NA NA 0 0
"1177" 207560146 NA NA 0 0
"1178" 207610139 NA NA 0 0
"1179" 207990178 NA NA 0 0
"1180" 208180241 NA NA 0 0
"1181" 208410242 46 49 0 0
"1182" 208520172 44 47 0 0
"1183" 208730177 46 49 0 0
"1184" 208750241 NA NA 0 0
"1185" 208820176 46 49 0 0
"1186" 209040147 37 40 0 0
"1187" 209070177 NA NA 0 0
"1188" 209110148 51 54 0 0
"1189" 209240250 79 82 0 0
"1190" 209380295 NA NA 0 0
"1191" 209400143 NA NA 0 0
"1192" 209440172 NA NA 0 0
"1193" 209460220 NA NA 0 0
"1194" 209800144 NA NA 0 0
"1195" 209870832 NA NA 0 0
"1196" 209910414 NA NA 0 0
"1197" 210060175 NA NA 0 0
"1198" 210080173 NA NA 0 0
"1199" 210180296 NA NA 0 0
"1200" 210310133 NA NA 0 0
"1201" 210490141 NA NA 0 0
"1202" 210590148 54 57 0 0
"1203" 210680129 12 15 0 0
"1204" 210890051 NA NA 0 0
"1205" 210890134 NA NA 0 0
"1206" 210930169 39 42 0 0
"1207" 211090296 NA NA 0 0
"1208" 211100137 NA NA 0 0
"1210" 211360145 NA NA 0 0
"1211" 211410130 28 31 0 0
"1212" 211440376 NA NA 0 0
"1213" 211510178 NA NA 0 0
"1214" 211530242 NA NA 0 0
"1215" 211540076 NA NA 0 0
"1216" 211700142 NA NA 0 0
"1217" 211740270 NA NA 0 0
"1219" 211880241 NA NA 0 0
"1220" 211990297 NA NA 0 0
"1224" 212770136 NA NA 0 0
"1225" 212780165 NA NA 0 0
"1226" 212840244 NA NA 0 0
"1227" 212920557 NA NA 0 0
"1228" 212960240 NA NA 0 0
"1229" 212990247 NA NA 0 0
"1230" 213040133 NA NA 0 0
"1233" 213320551 31 34 0 0
"1234" 213560130 27 30 0 0
"1235" 213590178 41 44 0 0
"1236" 213600249 NA NA 0 0
"1237" 213610687 20 23 0 0
"1238" 213620239 NA NA 0 0
"1241" 214060552 32 35 0 0
"1242" 214130131 NA NA 0 0
"1243" 214190242 NA NA 0 0
"1244" 214350176 NA NA 0 0
"1245" 214420177 3 6 0 0
"1246" 214440134 NA NA 0 0
"1247" 214440175 NA NA 0 0
"1248" 214550171 51 54 0 0
"1249" 214690175 29 32 0 0
"1250" 214800129 NA NA 0 0
"1251" 214880131 NA NA 0 0
"1252" 215220452 NA NA 0 0
"1253" 215330136 NA NA 0 0
"1254" 215670531 22 25 0 0
"1255" 215680175 NA NA 0 0
"1256" 215790131 NA NA 0 0
"1257" 215820136 NA NA 0 0
"1258" 215860033 29 32 0 0
"1259" 216070137 NA NA 0 0
"1260" 216260134 NA NA 0 0
"1261" 216380170 NA NA 0 0
"1262" 216590134 NA NA 0 0
"1263" 216590472 NA NA 0 0
"1265" 217100792 NA NA 0 0
"1266" 217160135 48 51 0 0
"1267" 217260174 NA NA 0 0
"1268" 217450130 48 51 0 0
"1269" 217620211 NA NA 0 0
"1270" 217630178 60 63 0 0
"1271" 217770438 NA NA 0 0
"1272" 217980136 NA NA 0 0
"1273" 218140136 NA NA 0 0
"1274" 218620467 19 22 0 0
"1275" 218790948 NA NA 0 0
"1276" 219630135 NA NA 0 0
"1277" 219650133 NA NA 0 0
"1278" 220010145 NA NA 0 0
"1279" 220150131 NA NA 0 0
"1280" 220230297 NA NA 0 0
"1281" 220380233 23 26 0 0
"1282" 220400171 NA NA 0 0
"1283" 220410170 44 47 0 0
"1284" 220480140 36 39 0 0
"1285" 220530175 NA NA 0 0
"1286" 220580295 NA NA 0 0
"1287" 220710173 NA NA 0 0
"1288" 220760137 NA NA 0 0
"1289" 220770136 NA NA 0 0
"1290" 220820246 NA NA 0 0
"1291" 220860135 NA NA 0 0
"1292" 220900246 NA NA 0 0
"1294" 221090245 NA NA 0 0
"1295" 221160170 NA NA 0 0
"1296" 221190177 NA NA 0 0
"1297" 221210298 NA NA 0 0
"1298" 221230559 NA NA 0 0
"1299" 221270292 37 40 0 0
"1300" 221300172 NA NA 0 0
"1301" 221490171 NA NA 0 0
"1302" 221520134 NA NA 0 0
"1303" 221570246 NA NA 0 0
"1304" 221580169 NA NA 0 0
"1306" 221700140 35 38 0 0
"1307" 221700421 NA NA 0 0
"1308" 221810246 NA NA 0 0
"1309" 221960140 36 39 0 0
"1310" 221970248 35 38 0 0
"1311" 221990048 NA NA 0 0
"1312" 222240245 NA NA 0 0
"1313" 222370555 NA NA 0 0
"1314" 222410681 NA NA 0 0
"1315" 222480148 37 40 0 0
"1317" 222620172 NA NA 0 0
"1318" 222710130 43 46 0 0
"1319" 222940141 34 37 0 0
"1320" 223040248 NA NA 0 0
"1321" 223170177 NA NA 0 0
"1324" 223450140 NA NA 0 0
"1325" 223650145 NA NA 0 0
"1326" 223650178 NA NA 0 0
"1328" 223780363 NA NA 0 0
"1329" 223830291 NA NA 0 0
"1330" 224110248 NA NA 0 0
"1331" 224150772 NA NA 0 0
"1332" 224180142 NA NA 0 0
"1333" 224220047 NA NA 0 0
"1334" 224370256 NA NA 0 0
"1335" 224580176 NA NA 0 0
"1336" 224590142 NA NA 0 0
"1337" 224630245 40 43 0 0
"1338" 224750241 NA NA 0 0
"1339" 224750290 NA NA 0 0
"1340" 224890146 NA NA 0 0
"1341" 225000141 NA NA 0 0
"1342" 225220244 40 43 0 0
"1343" 225280139 NA NA 0 0
"1344" 225470169 NA NA 0 0
"1345" 225720177 NA NA 0 0
"1346" 225770172 NA NA 0 0
"1347" 225770248 NA NA 0 0
"1348" 225930297 NA NA 0 0
"1349" 225960169 NA NA 0 0
"1350" 226090075 NA NA 0 0
"1351" 226120211 NA NA 0 0
"1352" 226150176 NA NA 0 0
"1353" 226290212 25 28 0 0
"1354" 226430271 NA NA 0 0
"1355" 226460169 NA NA 0 0
"1356" 226470244 NA NA 0 0
"1357" 226570175 NA NA 0 0
"1358" 226580240 NA NA 0 0
"1359" 226590140 32 35 0 0
"1360" 226600170 NA NA 0 0
"1361" 226610169 NA NA 0 0
"1362" 226720473 NA NA 0 0
"1363" 226750239 NA NA 0 0
"1364" 226800176 31 34 0 0
"1365" 226810175 NA NA 0 0
"1366" 226870070 29 32 0 0
"1367" 227010148 NA NA 0 0
"1368" 227010171 38 41 0 0
"1369" 227060143 NA NA 0 0
"1371" 227190171 49 52 0 0
"1372" 227490241 NA NA 0 0
"1373" 227520146 NA NA 0 0
"1374" 227640134 NA NA 0 0
"1375" 227690147 53 56 0 0
"1376" 227710242 NA NA 0 0
"1377" 227720142 NA NA 0 0
"1378" 227920171 NA NA 0 0
"1379" 228010170 NA NA 0 0
"1380" 228030178 34 37 0 0
"1381" 228060358 23 26 0 0
"1382" 228160298 35 38 0 0
"1383" 228200177 28 31 0 0
"1384" 228470242 NA NA 0 0
"1386" 228770169 NA NA 0 0
"1387" 228810942 NA NA 0 0
"1388" 228840311 NA NA 0 0
"1389" 228910171 NA NA 0 0
"1390" 228960143 NA NA 0 0
"1391" 228960283 NA NA 0 0
"1392" 228990166 NA NA 0 0
"1393" 229080172 NA NA 0 0
"1395" 229280046 NA NA 0 0
"1396" 229360856 21 24 0 0
"1397" 229430169 NA NA 0 0
"1398" 229450144 28 31 0 0
"1399" 229470290 36 39 0 0
"1400" 229520045 25 28 0 0
"1401" 229540662 29 32 0 0
"1402" 229550281 NA NA 0 0
"1403" 229810172 NA NA 0 0
"1404" 229910170 NA NA 0 0
"1405" 229920047 NA NA 0 0
"1407" 230150832 36 39 0 0
"1409" 230510290 NA NA 0 0
"1410" 230550130 NA NA 0 0
"1411" 230560170 NA NA 0 0
"1412" 230610173 NA NA 0 0
"1414" 230770175 48 51 0 0
"1415" 230830946 NA NA 0 0
"1417" 230890958 16 19 0 0
"1418" 230920143 NA NA 0 0
"1420" 231010290 NA NA 0 0
"1421" 231020141 29 32 0 0
"1422" 231080293 NA NA 0 0
"1423" 231120248 NA NA 0 0
"1425" 231230146 NA NA 0 0
"1426" 231260473 NA NA 0 0
"1427" 231390296 NA NA 0 0
"1429" 231840175 NA NA 0 0
"1430" 231850174 NA NA 0 0
"1431" 231940272 NA NA 0 0
"1432" 232030139 NA NA 0 0
"1433" 232160706 27 30 0 0
"1434" 232250143 NA NA 0 0
"1435" 232270893 NA NA 0 0
"1436" 232540576 NA NA 0 0
"1437" 232650243 41 44 0 0
"1439" 232940370 NA NA 0 0
"1440" 233020511 NA NA 0 0
"1441" 233930701 NA NA 0 0
"1442" 234050244 NA NA 0 0
"1443" 234680256 NA NA 0 0
"1444" 235200061 NA NA 0 0
"1445" 236220415 NA NA 0 0
"1446" 236220769 NA NA 0 0
"1447" 236780145 NA NA 0 0
"1448" 237070942 20 23 0 0
"1449" 237080040 NA NA 0 0
"1450" 237080131 NA NA 0 0
"1451" 237240693 21 24 0 0
"1453" 237510574 NA NA 0 0
"1455" 238660269 NA NA 0 0
"1456" 239330253 NA NA 0 0
"1457" 239490039 NA NA 0 0
"1458" 239800270 NA NA 0 0
"1459" 240270133 NA NA 0 0
"1460" 240280421 NA NA 0 0
"1461" 240490368 NA NA 0 0
"1462" 240620378 NA NA 0 0
"1464" 240790262 NA NA 0 0
"1465" 240960303 20 23 0 0
"1466" 241010429 NA NA 0 0
"1467" 241720037 NA NA 0 0
"1468" 241870254 NA NA 0 0
"1469" 242020354 NA NA 0 0
"1470" 242200352 24 27 0 0
"1471" 242300532 21 24 0 0
"1473" 242880533 21 24 0 0
"1474" 243340412 NA NA 0 0
"1476" 243840057 25 28 0 0
"1477" 244220704 NA NA 0 0
"1478" 244390986 NA NA 0 0
"1479" 245050043 NA NA 0 0
"1480" 245400412 NA NA 0 0
"1481" 245590535 20 23 0 0
"1483" 245990065 NA NA 0 0
"1484" 246330618 NA 19 0 0
"1485" 246500368 26 29 0 0
"1486" 246770388 NA NA 0 0
"1487" 247290373 NA NA 0 0
"1488" 247830186 NA NA 0 0
"1489" 247990113 38 41 0 0
"1490" 248030133 29 32 0 0
"1492" 248380554 25 28 0 0
"1493" 248900830 NA NA 0 0
"1494" 249040469 NA NA 0 0
"1495" 249320368 NA NA 0 0
"1496" 249410209 24 27 0 0
"1497" 249790469 NA NA 0 0
"1498" 249990111 52 55 0 0
"1499" 250400430 NA NA 0 0
"1500" 250410257 29 32 0 0
"1501" 250420214 25 28 0 0
"1502" 250920668 NA NA 0 0
"1503" 250950046 NA NA 0 0
"1504" 251010311 NA NA 0 0
"1505" 251030111 NA NA 0 0
"1506" 251070273 NA NA 0 0
"1507" 251110483 NA NA 0 0
"1509" 251280310 NA NA 0 0
"1510" 251430535 NA NA 0 0
"1511" 251590528 NA NA 0 0
"1512" 251620176 NA NA 0 0
"1513" 251680129 NA NA 0 0
"1514" 251760170 NA NA 0 0
"1515" 251800216 NA NA 0 0
"1516" 252330354 24 27 0 0
"1517" 252450532 NA NA 0 0
"1518" 252600441 22 25 0 0
"1520" 252960655 20 23 0 0
"1521" 253130410 NA NA 0 0
"1522" 253420409 28 31 0 0
"1523" 253540364 NA NA 0 0
"1524" 253660129 NA NA 0 0
"1525" 254150668 27 30 0 0
"1527" 254680193 NA NA 0 0
"1528" 254860316 NA NA 0 0
"1529" 255260235 23 26 0 0
"1530" 255480932 NA NA 0 0
"1531" 255540834 28 31 0 0
"1532" 255800360 24 27 0 0
"1533" 256690339 NA NA 0 0
"1534" 256910366 25 28 0 0
"1535" 256930315 NA NA 0 0
"1537" 257130048 NA NA 0 0
"1538" 257280363 25 28 0 0
"1539" 257770363 25 28 0 0
"1540" 257970286 NA NA 0 0
"1542" 258200733 NA NA 0 0
"1543" 258410043 24 27 0 0
"1544" 258770469 NA NA 0 0
"1545" 258770735 42 45 0 0
"1546" 258860734 NA NA 0 0
"1547" 259030360 25 28 0 0
"1548" 259130879 NA NA 0 0
"1549" 259290147 37 40 0 0
"1550" 259430883 NA NA 0 0
"1551" 259500735 34 37 0 0
"1552" 259660521 21 24 0 0
"1553" 259850255 NA NA 0 0
"1556" 260490561 NA NA 0 0
"1558" 260820039 24 27 0 0
"1560" 260980736 NA NA 0 0
"1561" 261030729 NA NA 0 0
"1562" 261090527 21 24 0 0
"1563" 261170048 NA NA 0 0
"1564" 261210224 NA NA 0 0
"1566" 261350731 34 37 0 0
"1567" 261890561 NA NA 0 0
"1568" 261980355 NA NA 0 0
"1569" 262170112 NA NA 0 0
"1570" 262200737 NA NA 0 0
"1571" 262210686 NA NA 0 0
"1572" 262240311 NA NA 0 0
"1575" 262390736 NA NA 0 0
"1576" 262500730 NA NA 0 0
"1578" 262750368 38 41 0 0
"1579" 262820758 NA NA 0 0
"1581" 262930176 NA NA 0 0
"1582" 263070129 NA NA 0 0
"1583" 263180251 26 29 0 0
"1584" 263700115 NA NA 0 0
"1585" 264070377 NA NA 0 0
"1586" 264200115 NA NA 0 0
"1587" 264440117 NA NA 0 0
"1588" 264530941 NA NA 0 0
"1589" 264930737 43 46 0 0
"1590" 264970733 NA NA 0 0
"1591" 264990376 NA NA 0 0
"1592" 265020736 NA NA 0 0
"1593" 265160367 25 28 0 0
"1595" 265450370 30 33 0 0
"1596" 265500141 NA NA 0 0
"1598" 265970732 NA NA 0 0
"1599" 266230053 NA NA 0 0
"1601" 267160381 35 38 0 0
"1602" 267170364 24 27 0 0
"1603" 267350248 NA NA 0 0
"1604" 267500834 23 26 0 0
"1605" 267710888 NA NA 0 0
"1606" 267820737 NA NA 0 0
"1607" 268220234 NA NA 0 0
"1608" 268260180 NA NA 0 0
"1609" 268320182 NA NA 0 0
"1611" 268530111 NA NA 0 0
"1612" 268570646 41 44 0 1
"1613" 268720118 32 35 0 0
"1615" 269260734 27 30 0 0
"1616" 269310339 NA NA 0 0
"1618" 269980364 24 27 0 0
"1619" 270500730 NA NA 0 0
"1620" 270520837 24 27 0 0
"1621" 270530339 22 25 0 0
"1622" 270560057 27 30 0 0
"1623" 270790258 NA NA 0 0
"1624" 271130172 NA NA 0 0
"1625" 271250434 NA NA 0 0
"1626" 271730359 NA NA 0 0
"1628" 272020951 NA NA 0 0
"1632" 272630188 37 40 0 0
"1633" 272730913 21 24 0 0
"1634" 272770339 NA NA 0 0
"1635" 272780181 NA NA 0 0
"1637" 272890188 49 52 0 0
"1638" 272940181 NA NA 0 0
"1639" 273220187 NA NA 0 0
"1641" 273520115 NA NA 0 0
"1642" 273690827 NA NA 0 0
"1644" 274240729 32 35 0 0
"1645" 274280180 NA NA 0 0
"1646" 274390260 NA NA 0 0
"1647" 274950188 25 28 0 0
"1648" 275150820 NA NA 0 0
"1649" 275160118 NA NA 0 0
"1650" 275170182 NA NA 0 0
"1651" 275210111 NA NA 0 0
"1652" 275320249 51 54 0 0
"1653" 275350644 37 40 0 0
"1654" 275470640 NA NA 0 0
"1656" 275930179 37 40 0 0
"1657" 275970375 NA NA 0 0
"1658" 276150738 NA NA 0 0
"1659" 276350179 39 42 0 0
"1660" 276360188 NA NA 0 0
"1662" 276850774 19 22 0 0
"1663" 277190667 NA NA 0 0
"1665" 277380136 28 31 0 0
"1667" 277960184 NA NA 0 0
"1669" 278130126 NA NA 0 0
"1670" 278140050 NA NA 0 0
"1671" 278190534 NA NA 0 0
"1672" 278760187 75 78 0 0
"1674" 279100383 NA NA 0 0
"1675" 279570072 NA NA 0 0
"1676" 279660188 NA NA 0 0
"1677" 279660246 NA NA 0 0
"1680" 281260308 NA 22 0 0
"1681" 281290180 NA NA 0 0
"1682" 281380908 NA NA 0 0
"1683" 281660382 NA NA 0 0
"1684" 281670274 NA NA 0 0
"1685" 281800640 NA NA 0 0
"1686" 281970359 NA NA 0 0
"1687" 282260935 NA NA 0 0
"1688" 282340258 NA NA 0 0
"1689" 282670802 NA NA 0 0
"1690" 283120385 NA NA 0 0
"1691" 283380359 NA NA 0 0
"1692" 283480383 NA NA 0 0
"1693" 283500180 NA NA 0 0
"1694" 283530187 51 54 0 0
"1695" 283650183 47 50 0 0
"1696" 283690387 NA NA 0 0
"1697" 283710356 NA NA 0 0
"1698" 283740174 NA NA 0 0
"1699" 284130558 24 27 0 0
"1701" 284200069 NA NA 0 0
"1702" 284310035 NA NA 0 0
"1703" 284430312 38 41 0 0
"1704" 284470037 23 26 0 0
"1705" 284620383 NA NA 0 0
"1706" 285030186 NA NA 0 0
"1707" 285080181 NA NA 0 0
"1708" 285240298 NA NA 0 0
"1709" 285270188 NA NA 0 0
"1711" 285310315 NA NA 0 0
"1712" 286160685 NA NA 0 0
"1713" 286190187 NA NA 0 0
"1716" 286390514 4 7 0 0
"1717" 286610077 NA NA 0 0
"1718" 286700746 NA NA 0 0
"1720" 286820255 25 28 0 0
"1721" 286900387 NA NA 0 0
"1723" 287440375 NA NA 0 0
"1725" 287620380 NA NA 0 0
"1726" 287990882 NA NA 0 0
"1729" 289040520 21 24 0 0
"1732" 289760648 41 44 0 0
"1733" 289990344 NA NA 0 0
"1734" 290470187 NA NA 0 0
"1735" 290500942 NA NA 0 0
"1736" 290570184 19 22 0 0
"1738" 290700278 NA NA 0 0
"1739" 290725191 NA NA 0 0
"1740" 290960187 NA NA 0 0
"1742" 291320199 NA NA 0 0
"1743" 291440296 29 32 0 0
"1744" 291540384 NA NA 0 0
"1746" 291810381 NA NA 0 0
"1747" 291890441 21 24 0 0
"1749" 292290526 20 23 0 0
"1750" 292300184 31 34 0 0
"1751" 292380368 23 26 0 0
"1752" 292440162 NA NA 0 0
"1755" 292740257 NA NA 0 0
"1757" 292770535 NA NA 0 0
"1759" 292980183 NA NA 0 0
"1760" 293020195 NA NA 0 0
"1761" 293050192 24 27 0 0
"1762" 293070646 NA NA 0 0
"1764" 293150380 NA NA 0 0
"1765" 293210184 23 26 0 0
"1766" 293420179 43 46 0 0
"1767" 293670179 NA NA 0 0
"1768" 293730181 45 48 0 0
"1770" 293900180 NA NA 0 0
"1772" 294290243 NA NA 0 0
"1773" 294330270 NA NA 0 0
"1774" 294760542 NA NA 0 0
"1775" 295000948 17 20 0 0
"1776" 295160114 NA NA 0 0
"1777" 295350259 11 14 0 0
"1778" 295740188 NA NA 0 0
"1781" 296110183 NA NA 0 0
"1784" 296850184 33 36 0 0
"1785" 296950050 24 27 0 0
"1786" 297100183 NA NA 0 0
"1787" 297220179 NA NA 0 0
"1788" 297220700 20 23 0 0
"1789" 297280183 NA NA 0 0
"1790" 297430557 47 50 0 0
"1791" 298040180 NA NA 0 0
"1792" 298140667 NA NA 0 0
"1793" 298630378 NA NA 0 0
"1794" 298820185 NA NA 0 0
"1796" 299000316 23 26 0 0
"1797" 299330648 NA NA 0 0
"1798" 299630641 NA NA 0 0
"1799" 299900184 26 29 0 0
"1800" 300410033 22 25 0 0
"1801" 300490290 NA NA 0 0
"1802" 300560381 NA NA 0 0
"1803" 301290384 NA NA 0 0
"1804" 301580180 NA NA 0 0
"1805" 302050183 NA NA 0 0
"1806" 302360252 NA NA 0 0
"1807" 302380275 30 33 0 0
"1809" 302560173 NA NA 0 0
"1810" 302890258 NA NA 0 0
"1811" 303010194 26 29 0 0
"1812" 303190384 NA NA 0 0
"1813" 303580675 13 16 0 0
"1814" 303610175 NA NA 0 0
"1816" 303920137 NA NA 0 0
"1817" 304070057 NA NA 0 0
"1819" 304840383 NA NA 0 0
"1820" 305440381 NA NA 0 0
"1821" 305590383 NA NA 0 0
"1822" 305600984 NA NA 0 0
"1823" 305760557 NA NA 0 0
"1824" 305900054 23 26 0 1
"1825" 306790388 NA NA 0 0
"1826" 306910299 17 20 0 0
"1827" 307290446 NA NA 0 0
"1828" 307300253 NA NA 0 0
"1830" 308530527 19 22 0 0
"1831" 308760189 23 26 0 0
"1832" 309120409 25 28 0 0
"1833" 309180447 20 23 0 0
"1834" 309270321 NA NA 0 0
"1835" 309820448 NA NA 0 0
"1836" 309970185 NA NA 0 0
"1837" 310650370 NA NA 0 0
"1838" 311160387 NA NA 0 0
"1839" 311310248 NA NA 0 0
"1840" 312110324 17 20 0 0
"1841" 312830368 NA NA 0 0
"1842" 313110258 24 27 0 0
"1843" 313190705 NA NA 0 0
"1844" 313750375 NA NA 0 0
"1845" 313830383 NA NA 0 0
"1846" 313910383 NA NA 0 0
"1847" 314020174 27 30 0 0
"1848" 314330425 NA NA 0 0
"1850" 314880255 NA NA 0 0
"1851" 315040387 NA NA 0 0
"1852" 315130254 NA NA 0 0
"1853" 315930371 NA NA 0 0
"1854" 316000380 NA NA 0 0
"1855" 316160275 NA NA 0 0
"1856" 316390385 NA NA 0 0
"1857" 316600148 NA NA 0 0
"1858" 316640383 NA NA 0 0
"1859" 317120492 19 22 0 0
